District,Division,Area,Club Number,Club Name,Club Status,CSP,Mem. Base,Active Members,Net Growth,Goals Met,Level 1s,Level 2s,Add. Level 2s,Level 3s,"Level 4s, Path Completions, or DTM Awards","Add. Level 4s, Path Completions, or DTM award",New Members,Add. New Members,Off. Trained Round 1,Off. Trained Round 2,Mem. dues on time Oct,Mem. dues on time Apr,Off. List On Time,Club Distinguished Status,New,Late Ren.,Oct. Ren.,Apr. Ren.,Total Ren.,Total Chart,Total to Date,Distinguished Status,Charter Date/Suspend Date,October Renewals,April Renewals,Nov Visit award,May Visit award,Membership to date,Club Goals Met,Distinguished Club,Area Club Base,Area Paid Club Goal for Dist.,Area Paid Club Goal for Select Dist.,Area Paid Club Goal for Pres. Dist.,Total Paid Area Clubs,Area Dist. Club Goal for Dist.,Area Dist. Club Goal for Select Dist.,Area Dist. Club Goal for Pres. Dist.,Total Dist. Area Clubs,Distinguished Area,Division Club Base,Division Paid Club Goal for Dist.,Division Paid Club Goal for Select Dist.,Division Paid Club Goal for Pres. Dist.,Total Paid Division Clubs,Division Dist. Club Goal for Dist.,Division Dist. Club Goal for Select Dist.,Division Dist. Club Goal for Pres. Dist.,Total Dist. Division Clubs,Distinguished Division,Charter Date/Suspend Date_div
121,H,04,6048274.0,Mathrumalayalam Toastmasters Club,Active,Y,20.0,18.0,-2.0,7.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,2.0,7.0,7.0,1.0,1.0,1.0,,6.0,0.0,16.0,18.0,34.0,0.0,40.0,,,1.0,1.0,1.0,1.0,18.0,7.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,04,7632625.0,Kottayam Toastmasters Club,Active,Y,14.0,15.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,7.0,6.0,1.0,1.0,1.0,,8.0,0.0,13.0,10.0,23.0,0.0,31.0,,,1.0,1.0,1.0,1.0,15.0,6.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,04,7904546.0,Eloquent Champs Toastmasters Club,Active,Y,12.0,15.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,6.0,1.0,1.0,1.0,D,7.0,0.0,11.0,11.0,22.0,0.0,29.0,D,,1.0,1.0,1.0,1.0,15.0,5.0,D,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,04,28677133.0,Thodupuzha Toastmasters Club,Active,Y,11.0,14.0,3.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,D,7.0,0.0,8.0,8.0,16.0,0.0,23.0,D,,1.0,1.0,1.0,1.0,14.0,7.0,D,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,05,1522721.0,Kerala Toastmasters,Ineligible,Y,8.0,0.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,,6.0,0.0,3.0,0.0,3.0,0.0,9.0,,,1.0,0.0,1.0,1.0,0.0,1.0,,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,05,1593046.0,Chartered Toast Masters,Active,Y,21.0,17.0,-4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,,8.0,0.0,12.0,11.0,23.0,0.0,31.0,,,1.0,1.0,1.0,1.0,17.0,4.0,,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,05,1669119.0,Refinian Toastmasters Club,Low,Y,8.0,4.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,,7.0,0.0,9.0,4.0,13.0,0.0,20.0,,,1.0,0.0,1.0,1.0,4.0,2.0,,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,05,7679326.0,Litmus7 Kochi Toastmasters Club,Active,Y,23.0,21.0,-2.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,10.0,6.0,4.0,1.0,1.0,1.0,S,14.0,0.0,13.0,12.0,25.0,0.0,39.0,S,,1.0,1.0,1.0,1.0,21.0,7.0,S,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,H,05,7980410.0,Queen City Toastmasters,Active,Y,20.0,20.0,0.0,8.0,1.0,2.0,3.0,3.0,1.0,0.0,4.0,5.0,6.0,6.0,1.0,1.0,1.0,S,9.0,0.0,19.0,16.0,35.0,0.0,44.0,S,,1.0,1.0,1.0,1.0,20.0,8.0,S,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,,24.0,24.0,25.0,26.0,19.0,11.0,12.0,14.0,11.0,,
121,I,01,9688.0,"Infosys Toastmasters, Bangalore",Active,Y,21.0,25.0,4.0,10.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,26.0,5.0,7.0,1.0,1.0,2.0,M,30.0,0.0,10.0,14.0,24.0,0.0,54.0,M,,1.0,1.0,1.0,1.0,25.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,01,2104976.0,SIBM Bengaluru Toastmasters Club,Suspended,Y,16.0,0.0,-16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,, Susp 03/31/26,0.0,0.0,1.0,1.0,0.0,0.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished, Susp 03/31/26
121,I,01,7641558.0,Toast and Tales Toastmasters Club,Active,Y,27.0,26.0,-1.0,10.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,16.0,6.0,7.0,1.0,1.0,2.0,M,20.0,0.0,23.0,18.0,41.0,0.0,61.0,M,,1.0,1.0,1.0,1.0,26.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,01,28677529.0,HPE Element Toastmasters,Active,Y,32.0,45.0,13.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,33.0,7.0,7.0,1.0,0.0,2.0,M,37.0,0.0,23.0,31.0,54.0,0.0,91.0,M,,1.0,1.0,1.0,1.0,45.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,01,28679397.0,TechM Bengaluru Toastmasters Club,Active,Y,20.0,9.0,-11.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,2.0,,3.0,0.0,0.0,8.0,8.0,18.0,29.0,,Charter 10/21/25,0.0,1.0,1.0,1.0,9.0,3.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,Charter 10/21/25
121,I,02,3674956.0,CGI Elite Speakers Forum,Active,Y,24.0,20.0,-4.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,17.0,7.0,5.0,0.0,1.0,2.0,D,21.0,0.0,15.0,16.0,31.0,0.0,52.0,D,,1.0,1.0,1.0,1.0,20.0,6.0,D,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,02,4304110.0,Siemens Bangalore Toastmasters Club,Active,Y,23.0,23.0,0.0,9.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,12.0,7.0,7.0,1.0,1.0,2.0,P,16.0,0.0,20.0,17.0,37.0,0.0,53.0,P,,1.0,1.0,1.0,1.0,23.0,9.0,P,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,02,5185978.0,Electronics City Toastmasters Club,Active,Y,31.0,44.0,13.0,10.0,8.0,2.0,10.0,6.0,1.0,5.0,4.0,16.0,7.0,7.0,1.0,1.0,2.0,M,20.0,0.0,33.0,42.0,75.0,0.0,95.0,M,,1.0,1.0,1.0,1.0,44.0,10.0,M,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,02,6920786.0,Merck Toastmasters Club,Suspended,Y,8.0,5.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,,5.0,0.0,3.0,4.0,7.0,0.0,12.0,, Susp 03/31/26,0.0,0.0,1.0,1.0,5.0,1.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished, Susp 03/31/26
121,I,02,28678701.0,Tavant Speakers Club,Active,Y,30.0,20.0,-10.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,5.0,0.0,0.0,2.0,D,12.0,0.0,21.0,12.0,33.0,0.0,45.0,D,,1.0,1.0,1.0,1.0,20.0,5.0,D,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,02,28679581.0,Movius Toastmasters Club,Active,N,24.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,,0.0,0.0,0.0,24.0,24.0,24.0,48.0,,Charter 12/11/25,0.0,1.0,0.0,1.0,24.0,2.0,,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,Select Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,Charter 12/11/25
121,I,03,4958536.0,DB Bangalore Toastmasters Club,Active,Y,8.0,8.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,7.0,4.0,1.0,0.0,1.0,,6.0,0.0,11.0,7.0,18.0,0.0,24.0,,,1.0,1.0,1.0,1.0,8.0,5.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,03,5843852.0,HSR Toastmasters Club,Active,Y,50.0,48.0,-2.0,10.0,8.0,2.0,8.0,5.0,1.0,1.0,4.0,14.0,7.0,7.0,1.0,1.0,2.0,M,18.0,0.0,46.0,43.0,89.0,0.0,107.0,M,,1.0,1.0,1.0,1.0,48.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,03,28675609.0,Greenage Toastmasters Club,Active,Y,25.0,24.0,-1.0,8.0,5.0,1.0,0.0,4.0,1.0,1.0,4.0,6.0,6.0,7.0,1.0,1.0,2.0,S,10.0,0.0,21.0,20.0,41.0,0.0,51.0,S,,1.0,1.0,1.0,1.0,24.0,8.0,S,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,03,28677107.0,Ascent Toastmasters Club,Active,Y,13.0,11.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,0.0,1.0,1.0,,8.0,0.0,3.0,9.0,12.0,0.0,20.0,,,1.0,1.0,1.0,1.0,11.0,4.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,04,3283460.0,Wipro BEATS,Active,Y,20.0,16.0,-4.0,9.0,5.0,2.0,2.0,4.0,1.0,0.0,4.0,7.0,7.0,4.0,1.0,1.0,2.0,,11.0,0.0,16.0,12.0,28.0,0.0,39.0,,,1.0,1.0,1.0,1.0,16.0,9.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,04,7586759.0,MOOG Flyers,Active,Y,26.0,29.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,6.0,1.0,0.0,2.0,D,12.0,0.0,25.0,27.0,52.0,0.0,64.0,D,,1.0,1.0,1.0,1.0,29.0,5.0,D,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,04,28677664.0,Tessolve Toastmasters Club,Active,Y,11.0,12.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,6.0,1.0,1.0,2.0,,7.0,0.0,9.0,12.0,21.0,0.0,28.0,,,1.0,1.0,1.0,1.0,12.0,3.0,,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
121,I,04,28678026.0,Brighthearts Toastmasters,Active,Y,39.0,41.0,2.0,10.0,9.0,2.0,2.0,6.0,1.0,2.0,4.0,22.0,7.0,7.0,1.0,1.0,2.0,M,26.0,0.0,41.0,32.0,73.0,0.0,99.0,M,,1.0,1.0,1.0,1.0,41.0,10.0,M,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,Distinguished,17.0,17.0,18.0,19.0,17.0,8.0,9.0,10.0,11.0,Distinguished,
